,,,,,
% cln1x,Qin (m^3/s),Ta0 (K),z (m),cpoxide (mol/m^3),cpglycol (mol/m^3)
0.26249999999999996,0.007,277,0.26249999999999996,1592.377511,7.622489160350224
0.26249999999999996,0.005,288,0.26249999999999996,1589.4277774521129,10.572222547886897
0.26249999999999996,0.005,267,0.26249999999999996,1589.4378453539555,10.562154646044847
0.27749999999999997,0.005,277,0.27749999999999997,1588.827175254125,11.172824745875046
0.27749999999999997,0.003,277,0.27749999999999997,1581.698129891803,18.30187010819695
0.27749999999999997,0.007,277,0.27749999999999997,1591.939696670827,8.060303329173102
0.27749999999999997,0.005,288,0.27749999999999997,1588.8191036212238,11.180896378776179
0.27749999999999997,0.005,267,0.27749999999999997,1588.8301243611218,11.169875638878368
0.2925,0.005,277,0.2925,1588.218482087937,11.78151791206331
0.2925,0.003,277,0.2925,1580.6960442255383,19.30395577446201
0.2925,0.007,277,0.2925,1591.5015265542743,8.498473445726033
0.2925,0.005,288,0.2925,1588.2097730380196,11.790226961981098
0.2925,0.005,267,0.2925,1588.2217831966882,11.778216803312093
0.3075,0.005,277,0.3075,1587.609137356837,12.390862643163116
0.3075,0.003,277,0.3075,1579.6923359062368,20.307664093762952
0.3075,0.007,277,0.3075,1591.0629930809125,8.937006919087493
0.3075,0.005,288,0.3075,1587.5997721436765,12.400227856323264
0.3075,0.005,267,0.3075,1587.612807776805,12.387192223194914
0.3225,0.005,277,0.3225,1586.999137508654,13.00086249134608
0.3225,0.003,277,0.3225,1578.6869942296332,21.313005770366747
0.3225,0.007,277,0.3225,1590.6240945614154,9.375905438584693
0.3225,0.005,288,0.3225,1586.9890979451213,13.010902054878935
0.3225,0.005,267,0.3225,1587.0031939900073,12.99680601
0.3375,0.005,277,0.3375,1586.388489470643,13.611510529357227
0.3375,0.003,277,0.3375,1577.6800347711937,22.319965228806424
0.3375,0.007,277,0.3375,1590.184835122823,9.815164877
0.3375,0.005,288,0.3375,1586.3777581928766,13.622241807123899
0.3375,0.005,267,0.3375,1586.3929479751346,13.607052024865594
0.3525,0.005,277,0.3524999999999999,1585.777189583585,14.222810416415363
0.3525,0.003,277,0.3524999999999999,1576.6714468916398,23.32855310836043
0.3525,0.007,277,0.3524999999999999,1589.7452129691405,10.25478703085993
0.3525,0.005,288,0.3524999999999999,1585.7657497407606,14.234250259239673
0.3525,0.005,267,0.3524999999999999,1585.7820655911446,14.217934408855523
0.3675,0.005,277,0.3675,1585.165234092332,14.834765907668295
0.3675,0.003,277,0.3675,1575.6612198572784,24.33878014272154
0.3675,0.007,277,0.3675,1589.3052262244314,10.694773775568713
0.3675,0.005,288,0.3675,1585.1530693276427,14.846930672357793
0.3675,0.005,267,0.3675,1585.1705426091762,14.829457390823709
0.3825,0.005,277,0.3825,1584.5526191966462,15.447380803353692
0.3825,0.003,277,0.3825,1574.6493429593222,25.350657040677675
0.3825,0.007,277,0.3825,1588.8648729607285,11.135127039271863
0.3825,0.005,288,0.3825,1584.5397136248473,15.46028637515259
0.3825,0.005,267,0.3825,1584.5583747594958,15.441625240504235
0.3975,0.005,277,0.3975,1583.9393411097383,16.060658890261944
0.3975,0.003,277,0.3975,1573.6358056558895,26.364194344110558
0.3975,0.007,277,0.3975,1588.4241512342705,11.575848765729333
0.3975,0.005,288,0.3975,1583.9256792948079,16.074320705192342
0.3975,0.005,267,0.3975,1583.945557804654,16.054442195345885
0.41250000000000003,0.005,277,0.4125000000000001,1583.3253779002803,16.67462209971971
0.41250000000000003,0.003,277,0.4125000000000001,1572.6205520269334,27.379447973066597
0.41250000000000003,0.007,277,0.4125000000000001,1587.9830490088762,12.01695099112416
0.41250000000000003,0.005,288,0.4125000000000001,1583.3109444337053,16.689055566294392
0.41250000000000003,0.005,267,0.4125000000000001,1583.3320697474753,16.667930252524787
0.4275,0.005,277,0.4275,1582.7107403627251,17.289259637274867
0.4275,0.003,277,0.4275,1571.603608189184,28.396391810815718
0.4275,0.007,277,0.4275,1587.5415724106701,12.458427589330075
0.4275,0.005,288,0.4275,1582.6955205752424,17.304479424757528
0.4275,0.005,267,0.4275,1582.717920670914,17.282079329085814
0.4425,0.005,277,0.44249999999999995,1582.0954287130912,17.904571286908745
0.4425,0.003,277,0.44249999999999995,1570.5849738182455,29.41502618175433
0.4425,0.007,277,0.44249999999999995,1587.0997216773837,12.900278322616384
0.4425,0.005,288,0.44249999999999995,1582.0794083886396,17.920591611360393
0.4425,0.005,267,0.44249999999999995,1582.1031103491027,17.896889650897158
0.4575,0.005,277,0.4575,1581.479439723373,18.520560276627258
0.4575,0.003,277,0.4575,1569.5646399659836,30.43536003401629
0.4575,0.007,277,0.4575,1586.6574951290181,13.342504870982102
0.4575,0.005,288,0.4575,1581.4626049913213,18.53739500867944
0.4575,0.005,267,0.4575,1581.4876352186352,18.512364781364667
0.47250000000000003,0.005,277,0.4725,1580.8627703487823,19.13722965121741
0.47250000000000003,0.003,277,0.4725,1568.5425981329884,31.45740186701142
0.47250000000000003,0.007,277,0.4725,1586.214891,13.785108815370032
0.47250000000000003,0.005,288,0.4725,1580.8451076572298,19.154892342770054
0.47250000000000003,0.005,267,0.4725,1580.8714919275246,19.128508072475036
0.48750000000000004,0.005,277,0.48750000000000004,1580.245417722854,19.75458227714634
0.48750000000000004,0.003,277,0.48750000000000004,1567.5188402445685,32.48115975543136
0.48750000000000004,0.007,277,0.48750000000000004,1585.7719083609825,14.228091639017954
0.48750000000000004,0.005,288,0.48750000000000004,1580.2269138114784,19.773086188522058
0.48750000000000004,0.005,267,0.48750000000000004,1580.2546773277313,19.745322672268568
0.5025000000000001,0.005,277,0.5025000000000001,1579.6273754100089,20.372624589991347
0.5025000000000001,0.003,277,0.5025000000000001,1566.4933492154203,33.50665078
0.5025000000000001,0.007,277,0.5025000000000001,1585.3285431970246,14.67145680297573
0.5025000000000001,0.005,288,0.5025000000000001,1579.6080172141835,20.391982785817127
0.5025000000000001,0.005,267,0.5025000000000001,1579.6371847880005,20.36281521199976
0.5175,0.005,277,0.5175,1579.0086258364065,20.991374163593687
0.5175,0.003,277,0.5175,1565.4660798645687,34.533920135431046
0.5175,0.007,277,0.5175,1584.8847860640374,15.115213935963006
0.5175,0.005,288,0.5175,1578.988400260473,21.011599739527256
0.5175,0.005,267,0.5175,1579.018997,20.98100325974989
0.5325,0.005,277,0.5325,1578.3891853160058,21.61081468399426
0.5325,0.003,277,0.5325,1564.4370721467046,35.56292785329498
0.5325,0.007,277,0.5325,1584.4406461163703,15.559353883629818
0.5325,0.005,288,0.5325,1578.3680798273995,21.631920172600623
0.5325,0.005,267,0.5325,1578.4001289694804,21.59987103051963
0.5475,0.005,277,0.5475000000000001,1577.7690516922326,22.230948307767605
0.5475,0.003,277,0.5475000000000001,1563.4063195030976,36.593680496902124
0.5475,0.007,277,0.5475000000000001,1583.9961222738461,16.003877726154165
0.5475,0.005,288,0.5475000000000001,1577.747053944715,22.252946055285207
0.5475,0.005,267,0.5475000000000001,1577.7805791274818,22.219420872518292
0.5625,0.005,277,0.5625,1577.1482229723474,22.851777027652744
0.5625,0.003,277,0.5625,1562.373815679789,37.62618432021101
0.5625,0.007,277,0.5625,1583.5512135522736,16.448786447726985
0.5625,0.005,288,0.5625,1577.125320782965,22.874679217034707
0.5625,0.005,267,0.5625,1577.1603450491689,22.839654950831374
0.5775,0.005,277,0.5775,1576.5266973022187,23.473302697781484
0.5775,0.003,277,0.5775,1561.3395546657248,38.660445334275074
0.5775,0.007,277,0.5775,1583.1059190495064,16.894080950493894
0.5775,0.005,288,0.5775,1576.5028786302012,23.49712136979898
0.5775,0.005,267,0.5775,1576.5394247260185,23.46057527398144
0.5925,0.005,277,0.5925,1575.9044729346354,24.095527065364617
0.5925,0.003,277,0.5925,1560.303530623725,39.69646937627495
0.5925,0.007,277,0.5925,1582.6602379276144,17.339762072385657
0.5925,0.005,288,0.5925,1575.8797258624838,24.120274137516798
0.5925,0.005,267,0.5925,1575.917816272677,24.08218372732298
0.6075,0.005,277,0.6075,1575.2815367543321,24.718463245667856
0.6075,0.003,277,0.6075,1559.2657088994538,40.73429110054585
0.6075,0.007,277,0.6075,1582.2141630680946,17.785836931905422
0.6075,0.005,288,0.6075,1575.2558492803364,24.744150719664482
0.6075,0.005,267,0.6075,1575.2955066187978,24.704493381201733
0.6224999999999999,0.005,277,0.6224999999999999,1574.6578870718809,25.342112928119278
0.6224999999999999,0.003,277,0.6224999999999999,1558.2260835785632,41.77391642143653
0.6224999999999999,0.007,277,0.6224999999999999,1581.767693683986,18.232306316014256
0.6224999999999999,0.005,288,0.6224999999999999,1574.6312472910301,25.36875270897042
0.6224999999999999,0.005,267,0.6224999999999999,1574.6724939593705,25.327506040629466
0.6375,0.005,277,0.6375,1574.0335337236543,25.966466276346075
0.6375,0.003,277,0.6375,1557.1846778781783,42.81532212182138
0.6375,0.007,277,0.6375,1581.3208353653895,18.67916463
0.6375,0.005,288,0.6375,1574.0059300046998,25.99406999530006
0.6375,0.005,267,0.6375,1574.048787861499,25.951212138501024
0.6525,0.005,277,0.6525,1573.4084751329196,26.591524867080366
0.6525,0.003,277,0.6525,1556.1414861608282,43.858513839171465
0.6525,0.007,277,0.6525,1580.8735873969833,19.12641260301649
0.6525,0.005,288,0.6525,1573.379895916191,26.620104083809984
0.6525,0.005,267,0.6525,1573.4243866588777,26.57561334112207
0.6675,0.005,277,0.6675,1572.7827097162808,27.217290283718814
0.6675,0.003,277,0.6675,1555.0965027547181,44.90349725
0.6675,0.007,277,0.6675,1580.4259490669006,19.57405093309923
0.6675,0.005,288,0.6675,1572.7531435057817,27.24685649421877
0.6675,0.005,267,0.6675,1572.799288687452,27.20071131254805
0.6825,0.005,277,0.6825,1572.1562358825508,27.843764117448806
0.6825,0.003,277,0.6825,1554.0497219521205,45.95027804787904
0.6825,0.007,277,0.6825,1579.9779196660268,20.02208033397291
0.6825,0.005,288,0.6825,1572.1256712382333,27.874328761766524
0.6825,0.005,267,0.6825,1572.1734922839182,27.826507716081434
0.6975,0.005,277,0.6975,1571.5290520422795,28.47094795772042
0.6975,0.003,277,0.6975,1553.0011380270632,46.998861972936496
0.6975,0.007,277,0.6975,1579.5294984926743,20.47050150732594
0.6975,0.005,288,0.6975,1571.4974775723715,28.502522427628065
0.6975,0.005,267,0.6975,1571.5469957955193,28.453004204480578
0.7124999999999999,0.005,277,0.7124999999999999,1570.9011372460004,29.09886275399962
0.7124999999999999,0.003,277,0.7124999999999999,1551.9506959602047,48.04930403979518
0.7124999999999999,0.007,277,0.7124999999999999,1579.0806741785934,20.919325821406645
0.7124999999999999,0.005,288,0.7124999999999999,1570.8685412913755,29.13145870862418
0.7124999999999999,0.005,267,0.7124999999999999,1570.9197784854673,29.080221514532557
0.7275,0.005,277,0.7275,1570.2725053759796,29.727494624020263
0.7275,0.003,277,0.7275,1550.8984292140703,49.10157078592925
0.7275,0.007,277,0.7275,1578.6314545734103,21.368545426590003
0.7275,0.005,288,0.7275,1570.238876556495,29.76112344350564
0.7275,0.005,267,0.7275,1570.2918539756229,29.708146024377037
0.7424999999999999,0.005,277,0.7424999999999999,1569.643158821592,30.356841178408374
0.7424999999999999,0.003,277,0.7424999999999999,1549.8443420481258,50.15565795187408
0.7424999999999999,0.007,277,0.7424999999999999,1578.1818411859424,21.81815881405781
0.7424999999999999,0.005,288,0.7424999999999999,1569.6084858420263,30.391514157974285
0.7424999999999999,0.005,267,0.7424999999999999,1569.6632245666872,30.336775433312873
0.7575000000000001,0.005,277,0.7575000000000001,1569.0130961607874,30.98690384
0.7575000000000001,0.003,277,0.7575000000000001,1548.7884289913297,51.21157100866995
0.7575000000000001,0.007,277,0.7575000000000001,1577.7318334257766,22.268166574223635
0.7575000000000001,0.005,288,0.7575000000000001,1568.9773677419503,31.02263225805001
0.7575000000000001,0.005,267,0.7575000000000001,1569.0338888096326,30.966111190367158
0.7725,0.005,277,0.7725000000000001,1568.382316,31.61768399170008
0.7725,0.003,277,0.7725000000000001,1547.730684648931,52.26931535106887
0.7725,0.007,277,0.7725000000000001,1577.281430722623,22.718569277376965
0.7725,0.005,288,0.7725000000000001,1568.3455208818627,31.654479118137708
0.7725,0.005,267,0.7725000000000001,1568.4038452987757,31.596154701224407
0.7875000000000001,0.005,277,0.7875000000000001,1567.7508169801922,32.24918302
0.7875000000000001,0.003,277,0.7875000000000001,1546.6711036463978,53.328896353601905
0.7875000000000001,0.007,277,0.7875000000000001,1576.8306325037274,23.169367496272756
0.7875000000000001,0.005,288,0.7875000000000001,1567.7129438852241,32.28705611477632
0.7875000000000001,0.005,267,0.7875000000000001,1567.7730926342458,32.226907365754194
0.8025,0.005,277,0.8025,1567.1185937334549,32.881406266545106
0.8025,0.003,277,0.8025,1545.6096705258421,54.390329474157454
0.8025,0.007,277,0.8025,1576.3794360140407,23.620563985959148
0.8025,0.005,288,0.8025,1567.0796313545043,32.920368645496005
0.8025,0.005,267,0.8025,1567.1416255127797,32.85837448722044
0.8175000000000001,0.005,277,0.8175000000000001,1566.485629037692,33.51437096230776
0.8175000000000001,0.003,277,0.8175000000000001,1544.5463394156916,55.45366058430825
0.8175000000000001,0.007,277,0.8175000000000001,1575.9278319636921,24.072168036308156
0.8175000000000001,0.005,288,0.8175000000000001,1566.4455658211439,33.554434178856525
0.8175000000000001,0.005,267,0.8175000000000001,1566.5094269028589,33.490573097141294
0.8325,0.005,277,0.8325,1565.8519409042597,34.148059095740166
0.8325,0.003,277,0.8325,1543.4811547609997,56.51884523900004
0.8325,0.007,277,0.8325,1575.4758304268257,24.52416957317447
0.8325,0.005,288,0.8325,1565.8107656088698,34.18923439113095
0.8325,0.005,267,0.8325,1565.8765145415261,34.12348545847394
0.8474999999999999,0.005,277,0.8474999999999999,1565.2175276936587,34.782472306341454
0.8474999999999999,0.003,277,0.8474999999999999,1542.4141108248346,57.58588917516528
0.8474999999999999,0.007,277,0.8474999999999999,1575.0234306671844,24.97656933
0.8474999999999999,0.005,288,0.8474999999999999,1565.1752290842294,34.82477091577083
0.8474999999999999,0.005,267,0.8474999999999999,1565.2428867802412,34.75711321975894
0.8624999999999999,0.005,277,0.8624999999999999,1564.5823876967931,35.41761230320696
0.8624999999999999,0.003,277,0.8624999999999999,1541.3452017564346,58.65479824356524
0.8624999999999999,0.007,277,0.8624999999999999,1574.570631906839,25.429368093161198
0.8624999999999999,0.005,288,0.8624999999999999,1564.5389545424546,35.461045457546504
0.8624999999999999,0.005,267,0.8624999999999999,1564.608541903085,35.391458096915265
0.8775,0.005,277,0.8775,1563.9465191392871,36.053480860712796
0.8775,0.003,277,0.8775,1540.274421585677,59.72557841432305
0.8775,0.007,277,0.8775,1574.1174333291106,25.882566670889485
0.8775,0.005,288,0.8775,1563.901940209081,36.09805979091933
0.8775,0.005,267,0.8775,1563.9734781324337,36.02652186756651
0.8925,0.005,277,0.8924999999999998,1563.309920185392,36.690079814607785
0.8925,0.003,277,0.8924999999999998,1539.2017642141268,60.79823578587254
0.8925,0.007,277,0.8924999999999998,1573.663834080487,26.336165919513057
0.8925,0.005,288,0.8924999999999998,1563.2641842428948,36.73581575710537
0.8925,0.005,267,0.8924999999999998,1563.3376936344123,36.66230636558747
0.9075,0.005,277,0.9075,1562.6725769738719,37.327423026128415
0.9075,0.003,277,0.9075,1538.1271925983317,61.87280740166812
0.9075,0.007,277,0.9075,1573.2098267121405,26.790173287859425
0.9075,0.005,288,0.9075,1562.6256725866087,37.37432741339195
0.9075,0.005,267,0.9075,1562.7011747132603,37.298825286739444
0.9225,0.005,277,0.9225000000000001,1562.034487482597,37.96551251740307
0.9225,0.003,277,0.9225000000000001,1537.0507000862249,62.94929991377493
0.9225,0.007,277,0.9225000000000001,1572.7554102693975,27.244589730602645
0.9225,0.005,288,0.9225000000000001,1561.9864031958316,38.013596804168294
0.9225,0.005,267,0.9225000000000001,1562.0639193624224,37.93608063757772
0.9375,0.005,277,0.9375,1561.395661698559,38.60433830144108
0.9375,0.003,277,0.9375,1535.9723109348001,64.02768906519958
0.9375,0.007,277,0.9375,1572.3005903747462,27.69940962525373
0.9375,0.005,288,0.9375,1561.346386209112,38.653613790887746
0.9375,0.005,267,0.9375,1561.4259374339604,38.57406256603931
0.9525,0.005,277,0.9525,1560.7560976729317,39.24390232706837
0.9525,0.003,277,0.9525,1534.892018639498,65.10798136050153
0.9525,0.007,277,0.9525,1571.8453661061712,28.15463389382908
0.9525,0.005,288,0.9525,1560.7056196354483,39.29438036455254
0.9525,0.005,267,0.9525,1560.7872270106084,39.21277298939161
0.9675,0.005,277,0.9675,1560.1157934881146,39.88420651188525
0.9675,0.003,277,0.9675,1533.8098167005705,66.19018329942912
0.9675,0.007,277,0.9675,1571.3897365598577,28.610263440142433
0.9675,0.005,288,0.9675,1560.0641015030303,39.935898496969834
0.9675,0.005,267,0.9675,1560.1477862157528,39.852213784246864
0.9825,0.005,277,0.9825,1559.474747282918,40.525252717081884
0.9825,0.003,277,0.9825,1532.7256986793454,67.27430132065449
0.9825,0.007,277,0.9825,1570.9337008648417,29.066299135158204
0.9825,0.005,288,0.9825,1559.4218298842807,40.57817011571901
0.9825,0.005,267,0.9825,1559.5076132398447,40.492386760155114
0.9975,0.005,277,0.9975000000000002,1558.8329572773514,41.16704272264871
0.9975,0.003,277,0.9975000000000002,1531.6396582556179,68.36034174438205
0.9975,0.007,277,0.9975000000000002,1570.477258196458,29.52274180354218
0.9975,0.005,288,0.9975000000000002,1558.7788029188514,41.22119708114912
0.9975,0.005,267,0.9975000000000002,1558.8667063653613,41.13329363463861
1.0125000000000002,0.005,277,1.0125000000000002,1558.1904014958504,41.80959850414938
1.0125000000000002,0.003,277,1.0125000000000002,1530.551636718253,69.44836328174696
1.0125000000000002,0.007,277,1.0125000000000002,1570.020396690292,29.97960330970782
1.0125000000000002,0.005,288,1.0125000000000002,1558.1349982197776,41.86500178
1.0125000000000002,0.005,267,1.0125000000000002,1558.225043964296,41.77495603570388
1.0275,0.005,277,1.0274999999999999,1557.5470945444358,42.45290545556378
1.0275,0.003,277,1.0274999999999999,1529.4616698770005,70.53833012299933
1.0275,0.007,277,1.0274999999999999,1569.563124493362,30.43687550663835
1.0275,0.005,288,1.0274999999999999,1557.490430534827,42.50956946517352
1.0275,0.005,267,1.0274999999999999,1557.5826405151636,42.41735948483608
1.0425,0.005,277,1.0425,1556.903039074011,43.09696092598894
1.0425,0.003,277,1.0425,1528.369762585883,71.63023741411696
1.0425,0.007,277,1.0425,1569.105443209915,30.894556790085566
1.0425,0.005,288,1.0425,1556.845102458656,43.15489754134475
1.0425,0.005,267,1.0425,1556.9394987126668,43.06050128733314
1.0574999999999999,0.005,277,1.0574999999999999,1556.2582338397883,43.741766160211505
1.0574999999999999,0.003,277,1.0574999999999999,1527.2759095327694,72.72409046723024
1.0574999999999999,0.007,277,1.0574999999999999,1568.647352314732,31.352647685267954
1.0574999999999999,0.005,288,1.0574999999999999,1556.1990126144478,43.80098738555179
1.0574999999999999,0.005,267,1.0574999999999999,1556.2956174208748,43.70438257912481
1.0725,0.005,277,1.0725,1555.6126777626696,44.38732223733033
1.0725,0.003,277,1.0725,1526.1801057550615,73.81989424493804
1.0725,0.007,277,1.0725,1568.1888513743538,31.811148625646375
1.0725,0.005,288,1.0725,1555.5521597807362,44.44784021926475
1.0725,0.005,267,1.0725,1555.6509956796726,44.34900432032733
1.0875,0.005,277,1.0875,1554.9663699267767,45.03363007322325
1.0875,0.003,277,1.0875,1525.0823466466522,74.91765335334782
1.0875,0.007,277,1.0875,1567.7299400452007,32.27005995479926
1.0875,0.005,288,1.0875,1554.904542889499,45.095457110501364
1.0875,0.005,267,1.0875,1555.0056327011425,44.994367298857114
1.1025,0.005,277,1.1024999999999998,1554.3193054669387,45.680694533061136
1.1025,0.003,277,1.1024999999999998,1523.9826172572564,76.01738274274321
1.1025,0.007,277,1.1024999999999998,1567.2706158287701,32.72938417123015
1.1025,0.005,288,1.1024999999999998,1554.256156849034,45.74384315096621
1.1025,0.005,267,1.1024999999999998,1554.3595238139605,45.640476186039024
1.1175,0.005,277,1.1175,1553.6714673281099,46.328532671890095
1.1175,0.003,277,1.1175,1522.8808707483645,77.11912925
1.1175,0.007,277,1.1175,1566.8108695808248,33.18913041917531
1.1175,0.005,288,1.1175,1553.6069841616584,46.39301583834235
1.1175,0.005,267,1.1175,1553.7126523420588,46.28734765794107
1.1325,0.005,277,1.1325,1553.0228753746837,46.97712463
1.1325,0.003,277,1.1325,1521.7771565540668,78.22284344593294
1.1325,0.007,277,1.1325,1566.3507122927704,33.649287707229945
1.1325,0.005,288,1.1325,1552.9570448694199,47.04295513058062
1.1325,0.005,267,1.1325,1553.0650379990989,46.934962000900995
1.1475,0.005,277,1.1475,1552.373529040281,47.62647095971887
1.1475,0.003,277,1.1475,1520.6714709107423,79.32852908925776
1.1475,0.007,277,1.1475,1565.890143806757,34.10985619324359
1.1475,0.005,288,1.1475,1552.3063382508767,47.69366174912435
1.1475,0.005,267,1.1475,1552.4166803530766,47.58331964692362
1.1625,0.005,277,1.1625,1551.7234277334983,48.276572266501574
1.1625,0.003,277,1.1625,1519.5638100034562,80.43618999654397
1.1625,0.007,277,1.1625,1565.429163953688,34.57083604631234
1.1625,0.005,288,1.1625,1551.654863569667,48.34513643033358
1.1625,0.005,267,1.1625,1551.7675789375335,48.23242106246626
